activity_id,lead_id,channel,attempt_number,activity_date,response_received,response_type,meeting_booked
A005626,L0659,Cold Call,3,2024-10-16,No,No Response,No
A005627,L0659,Email,4,2024-10-09,No,No Response,No
A005628,L0659,LinkedIn,4,2024-10-31,No,No Response,No
A005629,L0659,Cold Call,4,2024-10-08,No,No Response,No
A005630,L0659,Email,5,2024-10-19,No,No Response,No
A005631,L0659,LinkedIn,5,2024-10-25,Yes,Interested,No
A005632,L0660,Email,1,2024-09-18,No,No Response,No
A005633,L0660,LinkedIn,1,2024-10-08,Yes,Interested,Yes
A005634,L0661,Email,1,2024-10-10,No,No Response,No
A005635,L0661,LinkedIn,1,2024-09-20,No,No Response,No
A005636,L0661,Cold Call,1,2024-09-28,No,No Response,No
A005637,L0661,Email,2,2024-09-02,No,No Response,No
A005638,L0661,LinkedIn,2,2024-10-23,No,No Response,No
A005639,L0661,Cold Call,2,2024-09-01,No,No Response,No
A005640,L0661,Email,3,2024-09-26,No,No Response,No
A005641,L0661,LinkedIn,3,2024-09-30,No,No Response,No
A005642,L0661,Cold Call,3,2024-10-19,No,No Response,No
A005643,L0661,Email,4,2024-10-05,No,No Response,No
A005644,L0661,LinkedIn,4,2024-09-30,No,No Response,No
A005645,L0661,Cold Call,4,2024-09-19,No,No Response,No
A005646,L0661,Email,5,2024-10-07,No,No Response,No
A005647,L0661,LinkedIn,5,2024-10-09,No,No Response,No
A005648,L0661,Cold Call,5,2024-10-01,No,No Response,No
A005649,L0662,Email,1,2024-10-24,No,No Response,No
A005650,L0662,LinkedIn,1,2024-09-04,No,No Response,No
A005651,L0662,Cold Call,1,2024-10-05,No,No Response,No
A005652,L0662,Email,2,2024-09-30,No,No Response,No
A005653,L0662,LinkedIn,2,2024-09-11,No,No Response,No
A005654,L0662,Cold Call,2,2024-09-15,No,No Response,No
A005655,L0662,Email,3,2024-10-30,No,No Response,No
A005656,L0662,LinkedIn,3,2024-09-06,No,No Response,No
A005657,L0662,Cold Call,3,2024-10-02,No,No Response,No
A005658,L0662,Email,4,2024-09-30,No,No Response,No
A005659,L0662,LinkedIn,4,2024-09-03,No,No Response,No
A005660,L0662,Cold Call,4,2024-09-30,No,No Response,No
A005661,L0662,Email,5,2024-10-14,No,No Response,No
A005662,L0662,LinkedIn,5,2024-09-28,No,No Response,No
A005663,L0662,Cold Call,5,2024-09-05,No,No Response,No
A005664,L0663,Email,1,2024-09-06,No,No Response,No
A005665,L0663,LinkedIn,1,2024-10-25,No,No Response,No
A005666,L0663,Cold Call,1,2024-10-21,No,No Response,No
A005667,L0663,Email,2,2024-10-15,No,No Response,No
A005668,L0663,LinkedIn,2,2024-09-29,No,No Response,No
A005669,L0663,Cold Call,2,2024-10-19,No,No Response,No
A005670,L0663,Email,3,2024-10-29,No,No Response,No
A005671,L0663,LinkedIn,3,2024-10-19,No,No Response,No
A005672,L0663,Cold Call,3,2024-09-21,No,No Response,No
A005673,L0663,Email,4,2024-09-20,No,No Response,No
A005674,L0663,LinkedIn,4,2024-10-19,No,No Response,No
A005675,L0663,Cold Call,4,2024-10-11,No,No Response,No
A005676,L0663,Email,5,2024-09-15,No,No Response,No
A005677,L0663,LinkedIn,5,2024-09-21,No,No Response,No
A005678,L0663,Cold Call,5,2024-10-08,No,No Response,No
A005679,L0664,Email,1,2024-09-11,No,No Response,No
A005680,L0664,LinkedIn,1,2024-10-19,Yes,Interested,No
A005681,L0665,Email,1,2024-09-20,No,No Response,No
A005682,L0665,LinkedIn,1,2024-09-19,No,No Response,No
A005683,L0665,Cold Call,1,2024-10-27,No,No Response,No
A005684,L0665,Email,2,2024-09-09,No,No Response,No
A005685,L0665,LinkedIn,2,2024-10-06,No,No Response,No
A005686,L0665,Cold Call,2,2024-09-13,No,No Response,No
A005687,L0665,Email,3,2024-09-15,No,No Response,No
A005688,L0665,LinkedIn,3,2024-10-27,No,No Response,No
A005689,L0665,Cold Call,3,2024-10-31,No,No Response,No
A005690,L0665,Email,4,2024-10-13,No,No Response,No
A005691,L0665,LinkedIn,4,2024-10-12,Yes,Not Now,No
A005692,L0666,Email,1,2024-09-11,No,No Response,No
A005693,L0666,LinkedIn,1,2024-10-28,No,No Response,No
A005694,L0666,Cold Call,1,2024-09-15,No,No Response,No
A005695,L0666,Email,2,2024-10-09,No,No Response,No
A005696,L0666,LinkedIn,2,2024-09-26,No,No Response,No
A005697,L0666,Cold Call,2,2024-09-20,No,No Response,No
A005698,L0666,Email,3,2024-10-25,No,No Response,No
A005699,L0666,LinkedIn,3,2024-10-08,No,No Response,No
A005700,L0666,Cold Call,3,2024-09-28,Yes,Interested,No
A005701,L0667,Email,1,2024-10-18,No,No Response,No
A005702,L0667,LinkedIn,1,2024-10-23,No,No Response,No
A005703,L0667,Cold Call,1,2024-09-30,No,No Response,No
A005704,L0667,Email,2,2024-09-09,No,No Response,No
A005705,L0667,LinkedIn,2,2024-10-14,No,No Response,No
A005706,L0667,Cold Call,2,2024-09-20,No,No Response,No
A005707,L0667,Email,3,2024-10-11,No,No Response,No
A005708,L0667,LinkedIn,3,2024-10-12,No,No Response,No
A005709,L0667,Cold Call,3,2024-09-17,No,No Response,No
A005710,L0667,Email,4,2024-09-19,No,No Response,No
A005711,L0667,LinkedIn,4,2024-10-26,No,No Response,No
A005712,L0667,Cold Call,4,2024-09-08,No,No Response,No
A005713,L0667,Email,5,2024-09-28,No,No Response,No
A005714,L0667,LinkedIn,5,2024-10-06,No,No Response,No
A005715,L0667,Cold Call,5,2024-10-13,No,No Response,No
A005716,L0668,Email,1,2024-10-03,No,No Response,No
A005717,L0668,LinkedIn,1,2024-10-12,No,No Response,No
A005718,L0668,Cold Call,1,2024-10-23,No,No Response,No
A005719,L0668,Email,2,2024-10-11,No,No Response,No
A005720,L0668,LinkedIn,2,2024-10-08,No,No Response,No
A005721,L0668,Cold Call,2,2024-10-16,No,No Response,No
A005722,L0668,Email,3,2024-09-08,No,No Response,No
A005723,L0668,LinkedIn,3,2024-09-27,No,No Response,No
A005724,L0668,Cold Call,3,2024-09-07,No,No Response,No
A005725,L0668,Email,4,2024-09-18,No,No Response,No
A005726,L0668,LinkedIn,4,2024-10-10,No,No Response,No
A005727,L0668,Cold Call,4,2024-10-28,No,No Response,No
A005728,L0668,Email,5,2024-10-27,No,No Response,No
A005729,L0668,LinkedIn,5,2024-09-12,No,No Response,No
A005730,L0668,Cold Call,5,2024-10-08,No,No Response,No
A005731,L0669,Email,1,2024-10-18,No,No Response,No
A005732,L0669,LinkedIn,1,2024-10-05,No,No Response,No
A005733,L0669,Cold Call,1,2024-09-13,No,No Response,No
A005734,L0669,Email,2,2024-09-24,No,No Response,No
A005735,L0669,LinkedIn,2,2024-10-15,No,No Response,No
A005736,L0669,Cold Call,2,2024-10-12,No,No Response,No
A005737,L0669,Email,3,2024-09-30,No,No Response,No
A005738,L0669,LinkedIn,3,2024-09-25,Yes,Not Now,No
A005739,L0670,Email,1,2024-10-08,Yes,Not Now,No
A005740,L0671,Email,1,2024-09-03,No,No Response,No
A005741,L0671,LinkedIn,1,2024-10-26,No,No Response,No
A005742,L0671,Cold Call,1,2024-10-23,No,No Response,No
A005743,L0671,Email,2,2024-10-18,No,No Response,No
A005744,L0671,LinkedIn,2,2024-10-10,No,No Response,No
A005745,L0671,Cold Call,2,2024-10-09,Yes,Interested,No
A005746,L0672,Email,1,2024-09-03,No,No Response,No
A005747,L0672,LinkedIn,1,2024-10-12,Yes,Not Now,No
A005748,L0673,Email,1,2024-10-29,No,No Response,No
A005749,L0673,LinkedIn,1,2024-10-31,No,No Response,No
A005750,L0673,Cold Call,1,2024-10-20,No,No Response,No
A005751,L0673,Email,2,2024-09-14,No,No Response,No
A005752,L0673,LinkedIn,2,2024-09-23,No,No Response,No
A005753,L0673,Cold Call,2,2024-10-11,No,No Response,No
A005754,L0673,Email,3,2024-09-18,No,No Response,No
A005755,L0673,LinkedIn,3,2024-09-05,No,No Response,No
A005756,L0673,Cold Call,3,2024-10-25,No,No Response,No
A005757,L0673,Email,4,2024-10-27,No,No Response,No
A005758,L0673,LinkedIn,4,2024-10-30,Yes,Not Now,No
A005759,L0674,Email,1,2024-09-19,No,No Response,No
A005760,L0674,LinkedIn,1,2024-09-10,No,No Response,No
A005761,L0674,Cold Call,1,2024-10-05,No,No Response,No
A005762,L0674,Email,2,2024-09-13,No,No Response,No
A005763,L0674,LinkedIn,2,2024-10-17,Yes,Interested,No
A005764,L0675,Email,1,2024-10-11,No,No Response,No
A005765,L0675,LinkedIn,1,2024-09-24,No,No Response,No
A005766,L0675,Cold Call,1,2024-09-07,No,No Response,No
A005767,L0675,Email,2,2024-09-08,No,No Response,No
A005768,L0675,LinkedIn,2,2024-10-30,No,No Response,No
A005769,L0675,Cold Call,2,2024-10-11,No,No Response,No
A005770,L0675,Email,3,2024-09-30,No,No Response,No
A005771,L0675,LinkedIn,3,2024-09-16,No,No Response,No
A005772,L0675,Cold Call,3,2024-09-10,No,No Response,No
A005773,L0675,Email,4,2024-09-04,No,No Response,No
A005774,L0675,LinkedIn,4,2024-10-01,Yes,Not Now,No
A005775,L0676,Email,1,2024-09-23,No,No Response,No
A005776,L0676,LinkedIn,1,2024-09-21,No,No Response,No
A005777,L0676,Cold Call,1,2024-09-02,No,No Response,No
A005778,L0676,Email,2,2024-10-18,No,No Response,No
A005779,L0676,LinkedIn,2,2024-09-02,Yes,Interested,No
A005780,L0677,Email,1,2024-09-14,No,No Response,No
A005781,L0677,LinkedIn,1,2024-10-31,No,No Response,No
A005782,L0677,Cold Call,1,2024-10-14,No,No Response,No
A005783,L0677,Email,2,2024-10-31,No,No Response,No
A005784,L0677,LinkedIn,2,2024-09-03,No,No Response,No
A005785,L0677,Cold Call,2,2024-10-22,No,No Response,No
A005786,L0677,Email,3,2024-09-20,No,No Response,No
A005787,L0677,LinkedIn,3,2024-10-18,Yes,Interested,No
A005788,L0678,Email,1,2024-09-03,No,No Response,No
A005789,L0678,LinkedIn,1,2024-10-07,Yes,Interested,No
A005790,L0679,Email,1,2024-09-23,No,No Response,No
A005791,L0679,LinkedIn,1,2024-10-22,No,No Response,No
A005792,L0679,Cold Call,1,2024-10-10,No,No Response,No
A005793,L0679,Email,2,2024-09-26,No,No Response,No
A005794,L0679,LinkedIn,2,2024-10-20,Yes,Not Now,No
A005795,L0680,Email,1,2024-10-10,No,No Response,No
A005796,L0680,LinkedIn,1,2024-10-30,No,No Response,No
A005797,L0680,Cold Call,1,2024-10-08,No,No Response,No
A005798,L0680,Email,2,2024-09-15,No,No Response,No
A005799,L0680,LinkedIn,2,2024-09-15,No,No Response,No
A005800,L0680,Cold Call,2,2024-10-12,No,No Response,No
A005801,L0680,Email,3,2024-09-17,No,No Response,No
A005802,L0680,LinkedIn,3,2024-10-20,No,No Response,No
A005803,L0680,Cold Call,3,2024-10-29,No,No Response,No
A005804,L0680,Email,4,2024-10-09,No,No Response,No
A005805,L0680,LinkedIn,4,2024-10-08,No,No Response,No
A005806,L0680,Cold Call,4,2024-09-15,No,No Response,No
A005807,L0680,Email,5,2024-10-28,No,No Response,No
A005808,L0680,LinkedIn,5,2024-09-13,No,No Response,No
A005809,L0680,Cold Call,5,2024-10-14,No,No Response,No
A005810,L0681,Email,1,2024-09-02,No,No Response,No
A005811,L0681,LinkedIn,1,2024-09-03,No,No Response,No
A005812,L0681,Cold Call,1,2024-10-31,No,No Response,No
A005813,L0681,Email,2,2024-09-22,No,No Response,No
A005814,L0681,LinkedIn,2,2024-09-18,No,No Response,No
A005815,L0681,Cold Call,2,2024-09-07,No,No Response,No
A005816,L0681,Email,3,2024-10-07,No,No Response,No
A005817,L0681,LinkedIn,3,2024-10-29,No,No Response,No
A005818,L0681,Cold Call,3,2024-10-24,No,No Response,No
A005819,L0681,Email,4,2024-10-11,No,No Response,No
A005820,L0681,LinkedIn,4,2024-09-30,No,No Response,No
A005821,L0681,Cold Call,4,2024-10-16,No,No Response,No
A005822,L0681,Email,5,2024-09-28,No,No Response,No
A005823,L0681,LinkedIn,5,2024-10-25,No,No Response,No
A005824,L0681,Cold Call,5,2024-09-14,No,No Response,No
A005825,L0682,Email,1,2024-10-22,No,No Response,No
A005826,L0682,LinkedIn,1,2024-10-08,No,No Response,No
A005827,L0682,Cold Call,1,2024-09-10,No,No Response,No
A005828,L0682,Email,2,2024-09-23,No,No Response,No
A005829,L0682,LinkedIn,2,2024-09-30,No,No Response,No
A005830,L0682,Cold Call,2,2024-10-07,No,No Response,No
A005831,L0682,Email,3,2024-09-07,No,No Response,No
A005832,L0682,LinkedIn,3,2024-10-06,No,No Response,No
A005833,L0682,Cold Call,3,2024-10-24,No,No Response,No
A005834,L0682,Email,4,2024-09-09,No,No Response,No
A005835,L0682,LinkedIn,4,2024-10-01,No,No Response,No
A005836,L0682,Cold Call,4,2024-09-27,No,No Response,No
A005837,L0682,Email,5,2024-10-30,No,No Response,No
A005838,L0682,LinkedIn,5,2024-10-09,No,No Response,No
A005839,L0682,Cold Call,5,2024-09-21,No,No Response,No
A005840,L0683,Email,1,2024-09-02,No,No Response,No
A005841,L0683,LinkedIn,1,2024-10-01,No,No Response,No
A005842,L0683,Cold Call,1,2024-09-04,No,No Response,No
A005843,L0683,Email,2,2024-09-28,No,No Response,No
A005844,L0683,LinkedIn,2,2024-10-21,No,No Response,No
A005845,L0683,Cold Call,2,2024-09-28,No,No Response,No
A005846,L0683,Email,3,2024-10-11,No,No Response,No
A005847,L0683,LinkedIn,3,2024-09-21,No,No Response,No
A005848,L0683,Cold Call,3,2024-09-02,No,No Response,No
A005849,L0683,Email,4,2024-09-11,No,No Response,No
A005850,L0683,LinkedIn,4,2024-10-29,No,No Response,No
A005851,L0683,Cold Call,4,2024-09-12,Yes,Not Now,No
A005852,L0684,Email,1,2024-09-30,Yes,Not Now,No
A005853,L0685,Email,1,2024-09-26,No,No Response,No
A005854,L0685,LinkedIn,1,2024-10-25,No,No Response,No
A005855,L0685,Cold Call,1,2024-09-25,No,No Response,No
A005856,L0685,Email,2,2024-10-03,No,No Response,No
A005857,L0685,LinkedIn,2,2024-10-22,No,No Response,No
A005858,L0685,Cold Call,2,2024-10-27,No,No Response,No
A005859,L0685,Email,3,2024-10-07,No,No Response,No
A005860,L0685,LinkedIn,3,2024-10-20,No,No Response,No
A005861,L0685,Cold Call,3,2024-09-29,No,No Response,No
A005862,L0685,Email,4,2024-09-27,Yes,Interested,No
A005863,L0686,Email,1,2024-09-08,No,No Response,No
A005864,L0686,LinkedIn,1,2024-10-09,Yes,Not Now,No
A005865,L0687,Email,1,2024-10-14,No,No Response,No
A005866,L0687,LinkedIn,1,2024-09-02,No,No Response,No
A005867,L0687,Cold Call,1,2024-09-17,No,No Response,No
A005868,L0687,Email,2,2024-10-25,No,No Response,No
A005869,L0687,LinkedIn,2,2024-09-04,Yes,Interested,No
A005870,L0688,Email,1,2024-10-02,No,No Response,No
A005871,L0688,LinkedIn,1,2024-09-06,No,No Response,No
A005872,L0688,Cold Call,1,2024-09-18,No,No Response,No
A005873,L0688,Email,2,2024-10-11,No,No Response,No
A005874,L0688,LinkedIn,2,2024-09-24,Yes,Not Now,No
A005875,L0689,Email,1,2024-09-18,No,No Response,No
A005876,L0689,LinkedIn,1,2024-10-09,Yes,Interested,No
A005877,L0690,Email,1,2024-09-25,No,No Response,No
A005878,L0690,LinkedIn,1,2024-09-11,No,No Response,No
A005879,L0690,Cold Call,1,2024-09-28,No,No Response,No
A005880,L0690,Email,2,2024-09-03,No,No Response,No
A005881,L0690,LinkedIn,2,2024-10-16,No,No Response,No
A005882,L0690,Cold Call,2,2024-10-24,No,No Response,No
A005883,L0690,Email,3,2024-10-15,Yes,Not Now,No
A005884,L0691,Email,1,2024-09-12,No,No Response,No
A005885,L0691,LinkedIn,1,2024-09-14,No,No Response,No
A005886,L0691,Cold Call,1,2024-09-02,No,No Response,No
A005887,L0691,Email,2,2024-10-29,No,No Response,No
A005888,L0691,LinkedIn,2,2024-10-11,No,No Response,No
A005889,L0691,Cold Call,2,2024-10-14,No,No Response,No
A005890,L0691,Email,3,2024-09-08,No,No Response,No
A005891,L0691,LinkedIn,3,2024-09-07,No,No Response,No
A005892,L0691,Cold Call,3,2024-10-08,No,No Response,No
A005893,L0691,Email,4,2024-09-08,No,No Response,No
A005894,L0691,LinkedIn,4,2024-09-17,No,No Response,No
A005895,L0691,Cold Call,4,2024-10-10,No,No Response,No
A005896,L0691,Email,5,2024-10-02,No,No Response,No
A005897,L0691,LinkedIn,5,2024-09-25,No,No Response,No
A005898,L0691,Cold Call,5,2024-10-09,No,No Response,No
A005899,L0692,Email,1,2024-09-11,No,No Response,No
A005900,L0692,LinkedIn,1,2024-09-09,No,No Response,No
A005901,L0692,Cold Call,1,2024-10-05,No,No Response,No
A005902,L0692,Email,2,2024-10-17,No,No Response,No
A005903,L0692,LinkedIn,2,2024-10-19,No,No Response,No
A005904,L0692,Cold Call,2,2024-10-02,No,No Response,No
A005905,L0692,Email,3,2024-10-21,No,No Response,No
A005906,L0692,LinkedIn,3,2024-10-22,No,No Response,No
A005907,L0692,Cold Call,3,2024-10-31,No,No Response,No
A005908,L0692,Email,4,2024-10-28,No,No Response,No
A005909,L0692,LinkedIn,4,2024-09-25,No,No Response,No
A005910,L0692,Cold Call,4,2024-09-07,No,No Response,No
A005911,L0692,Email,5,2024-10-07,No,No Response,No
A005912,L0692,LinkedIn,5,2024-10-27,No,No Response,No
A005913,L0692,Cold Call,5,2024-10-27,No,No Response,No
A005914,L0693,Email,1,2024-09-27,No,No Response,No
A005915,L0693,LinkedIn,1,2024-10-14,No,No Response,No
A005916,L0693,Cold Call,1,2024-10-17,No,No Response,No
A005917,L0693,Email,2,2024-09-17,No,No Response,No
A005918,L0693,LinkedIn,2,2024-09-28,No,No Response,No
A005919,L0693,Cold Call,2,2024-09-02,No,No Response,No
A005920,L0693,Email,3,2024-10-09,No,No Response,No
A005921,L0693,LinkedIn,3,2024-09-21,No,No Response,No
A005922,L0693,Cold Call,3,2024-09-03,No,No Response,No
A005923,L0693,Email,4,2024-09-18,Yes,Not Now,No
A005924,L0694,Email,1,2024-09-23,No,No Response,No
A005925,L0694,LinkedIn,1,2024-09-27,No,No Response,No
A005926,L0694,Cold Call,1,2024-09-24,No,No Response,No
A005927,L0694,Email,2,2024-10-11,No,No Response,No
A005928,L0694,LinkedIn,2,2024-09-01,No,No Response,No
A005929,L0694,Cold Call,2,2024-10-23,No,No Response,No
A005930,L0694,Email,3,2024-10-14,Yes,Interested,No
A005931,L0695,Email,1,2024-10-26,No,No Response,No
A005932,L0695,LinkedIn,1,2024-10-26,No,No Response,No
A005933,L0695,Cold Call,1,2024-10-20,No,No Response,No
A005934,L0695,Email,2,2024-09-18,No,No Response,No
A005935,L0695,LinkedIn,2,2024-10-20,No,No Response,No
A005936,L0695,Cold Call,2,2024-10-26,No,No Response,No
A005937,L0695,Email,3,2024-10-07,No,No Response,No
A005938,L0695,LinkedIn,3,2024-10-21,Yes,Interested,No
A005939,L0696,Email,1,2024-10-21,No,No Response,No
A005940,L0696,LinkedIn,1,2024-09-03,No,No Response,No
A005941,L0696,Cold Call,1,2024-10-21,No,No Response,No
A005942,L0696,Email,2,2024-09-20,No,No Response,No
A005943,L0696,LinkedIn,2,2024-10-07,No,No Response,No
A005944,L0696,Cold Call,2,2024-09-18,No,No Response,No
A005945,L0696,Email,3,2024-09-05,No,No Response,No
A005946,L0696,LinkedIn,3,2024-10-12,No,No Response,No
A005947,L0696,Cold Call,3,2024-09-15,No,No Response,No
A005948,L0696,Email,4,2024-09-21,No,No Response,No
A005949,L0696,LinkedIn,4,2024-10-26,No,No Response,No
A005950,L0696,Cold Call,4,2024-10-03,No,No Response,No
A005951,L0696,Email,5,2024-09-19,Yes,Interested,Yes
A005952,L0697,Email,1,2024-09-09,No,No Response,No
A005953,L0697,LinkedIn,1,2024-10-23,No,No Response,No
A005954,L0697,Cold Call,1,2024-09-03,No,No Response,No
A005955,L0697,Email,2,2024-09-06,No,No Response,No
A005956,L0697,LinkedIn,2,2024-09-07,No,No Response,No
A005957,L0697,Cold Call,2,2024-10-13,No,No Response,No
A005958,L0697,Email,3,2024-09-02,No,No Response,No
A005959,L0697,LinkedIn,3,2024-09-01,No,No Response,No
A005960,L0697,Cold Call,3,2024-09-16,No,No Response,No
A005961,L0697,Email,4,2024-09-05,No,No Response,No
A005962,L0697,LinkedIn,4,2024-10-17,No,No Response,No
A005963,L0697,Cold Call,4,2024-10-14,No,No Response,No
A005964,L0697,Email,5,2024-10-15,No,No Response,No
A005965,L0697,LinkedIn,5,2024-10-31,No,No Response,No
A005966,L0697,Cold Call,5,2024-10-13,Yes,Interested,No
A005967,L0698,Email,1,2024-09-01,No,No Response,No
A005968,L0698,LinkedIn,1,2024-09-27,Yes,Interested,No
A005969,L0699,Email,1,2024-09-19,No,No Response,No
A005970,L0699,LinkedIn,1,2024-10-29,No,No Response,No
A005971,L0699,Cold Call,1,2024-09-27,No,No Response,No
A005972,L0699,Email,2,2024-09-14,No,No Response,No
A005973,L0699,LinkedIn,2,2024-10-12,No,No Response,No
A005974,L0699,Cold Call,2,2024-09-10,No,No Response,No
A005975,L0699,Email,3,2024-10-15,Yes,Not Now,No
A005976,L0700,Email,1,2024-10-04,No,No Response,No
A005977,L0700,LinkedIn,1,2024-10-31,No,No Response,No
A005978,L0700,Cold Call,1,2024-09-07,No,No Response,No
A005979,L0700,Email,2,2024-09-23,No,No Response,No
A005980,L0700,LinkedIn,2,2024-10-23,No,No Response,No
A005981,L0700,Cold Call,2,2024-10-13,No,No Response,No
A005982,L0700,Email,3,2024-10-05,No,No Response,No
A005983,L0700,LinkedIn,3,2024-09-03,No,No Response,No
A005984,L0700,Cold Call,3,2024-09-27,No,No Response,No
A005985,L0700,Email,4,2024-09-13,No,No Response,No
A005986,L0700,LinkedIn,4,2024-10-14,No,No Response,No
A005987,L0700,Cold Call,4,2024-09-08,No,No Response,No
A005988,L0700,Email,5,2024-09-01,No,No Response,No
A005989,L0700,LinkedIn,5,2024-10-08,No,No Response,No
A005990,L0700,Cold Call,5,2024-09-22,No,No Response,No
A005991,L0701,Email,1,2024-10-29,No,No Response,No
A005992,L0701,LinkedIn,1,2024-10-09,No,No Response,No
A005993,L0701,Cold Call,1,2024-09-07,No,No Response,No
A005994,L0701,Email,2,2024-10-04,No,No Response,No
A005995,L0701,LinkedIn,2,2024-10-23,No,No Response,No
A005996,L0701,Cold Call,2,2024-09-11,No,No Response,No
A005997,L0701,Email,3,2024-10-25,No,No Response,No
A005998,L0701,LinkedIn,3,2024-10-25,No,No Response,No
A005999,L0701,Cold Call,3,2024-09-29,No,No Response,No
A006000,L0701,Email,4,2024-10-05,No,No Response,No
A006001,L0701,LinkedIn,4,2024-09-30,No,No Response,No
A006002,L0701,Cold Call,4,2024-10-12,No,No Response,No
A006003,L0701,Email,5,2024-09-23,No,No Response,No
A006004,L0701,LinkedIn,5,2024-10-05,No,No Response,No
A006005,L0701,Cold Call,5,2024-09-07,No,No Response,No
A006006,L0702,Email,1,2024-09-01,No,No Response,No
A006007,L0702,LinkedIn,1,2024-09-22,No,No Response,No
A006008,L0702,Cold Call,1,2024-10-10,No,No Response,No
A006009,L0702,Email,2,2024-09-27,No,No Response,No
A006010,L0702,LinkedIn,2,2024-09-28,Yes,Interested,Yes
A006011,L0703,Email,1,2024-09-16,No,No Response,No
A006012,L0703,LinkedIn,1,2024-09-14,No,No Response,No
A006013,L0703,Cold Call,1,2024-09-07,No,No Response,No
A006014,L0703,Email,2,2024-10-16,No,No Response,No
A006015,L0703,LinkedIn,2,2024-10-27,No,No Response,No
A006016,L0703,Cold Call,2,2024-09-05,Yes,Interested,No
A006017,L0704,Email,1,2024-09-27,No,No Response,No
A006018,L0704,LinkedIn,1,2024-09-27,No,No Response,No
A006019,L0704,Cold Call,1,2024-10-29,No,No Response,No
A006020,L0704,Email,2,2024-09-21,No,No Response,No
A006021,L0704,LinkedIn,2,2024-10-17,No,No Response,No
A006022,L0704,Cold Call,2,2024-09-25,No,No Response,No
A006023,L0704,Email,3,2024-10-05,No,No Response,No
A006024,L0704,LinkedIn,3,2024-10-30,No,No Response,No
A006025,L0704,Cold Call,3,2024-10-28,No,No Response,No
A006026,L0704,Email,4,2024-09-03,No,No Response,No
A006027,L0704,LinkedIn,4,2024-09-16,No,No Response,No
A006028,L0704,Cold Call,4,2024-09-03,No,No Response,No
A006029,L0704,Email,5,2024-09-06,No,No Response,No
A006030,L0704,LinkedIn,5,2024-10-20,No,No Response,No
A006031,L0704,Cold Call,5,2024-09-20,No,No Response,No
A006032,L0705,Email,1,2024-10-14,No,No Response,No
A006033,L0705,LinkedIn,1,2024-09-26,No,No Response,No
A006034,L0705,Cold Call,1,2024-10-18,No,No Response,No
A006035,L0705,Email,2,2024-09-28,No,No Response,No
A006036,L0705,LinkedIn,2,2024-09-03,No,No Response,No
A006037,L0705,Cold Call,2,2024-09-26,No,No Response,No
A006038,L0705,Email,3,2024-09-11,No,No Response,No
A006039,L0705,LinkedIn,3,2024-09-28,No,No Response,No
A006040,L0705,Cold Call,3,2024-09-05,No,No Response,No
A006041,L0705,Email,4,2024-10-23,No,No Response,No
A006042,L0705,LinkedIn,4,2024-10-18,No,No Response,No
A006043,L0705,Cold Call,4,2024-10-16,No,No Response,No
A006044,L0705,Email,5,2024-10-05,Yes,Not Now,No
A006045,L0706,Email,1,2024-09-10,No,No Response,No
A006046,L0706,LinkedIn,1,2024-09-13,No,No Response,No
A006047,L0706,Cold Call,1,2024-10-31,No,No Response,No
A006048,L0706,Email,2,2024-10-01,No,No Response,No
A006049,L0706,LinkedIn,2,2024-10-30,No,No Response,No
A006050,L0706,Cold Call,2,2024-09-10,No,No Response,No
A006051,L0706,Email,3,2024-09-02,Yes,Interested,No
A006052,L0707,Email,1,2024-09-26,No,No Response,No
A006053,L0707,LinkedIn,1,2024-09-21,No,No Response,No
A006054,L0707,Cold Call,1,2024-09-15,No,No Response,No
A006055,L0707,Email,2,2024-10-26,No,No Response,No
A006056,L0707,LinkedIn,2,2024-10-03,No,No Response,No
A006057,L0707,Cold Call,2,2024-09-18,No,No Response,No
A006058,L0707,Email,3,2024-09-28,No,No Response,No
A006059,L0707,LinkedIn,3,2024-10-07,No,No Response,No
A006060,L0707,Cold Call,3,2024-09-21,No,No Response,No
A006061,L0707,Email,4,2024-10-16,No,No Response,No
A006062,L0707,LinkedIn,4,2024-10-22,No,No Response,No
A006063,L0707,Cold Call,4,2024-09-25,Yes,Not Now,No
A006064,L0708,Email,1,2024-09-24,No,No Response,No
A006065,L0708,LinkedIn,1,2024-10-06,No,No Response,No
A006066,L0708,Cold Call,1,2024-10-13,No,No Response,No
A006067,L0708,Email,2,2024-09-18,No,No Response,No
A006068,L0708,LinkedIn,2,2024-10-23,No,No Response,No
A006069,L0708,Cold Call,2,2024-10-22,Yes,Not Now,No
A006070,L0709,Email,1,2024-09-06,No,No Response,No
A006071,L0709,LinkedIn,1,2024-10-12,No,No Response,No
A006072,L0709,Cold Call,1,2024-10-13,No,No Response,No
A006073,L0709,Email,2,2024-09-01,No,No Response,No
A006074,L0709,LinkedIn,2,2024-09-24,No,No Response,No
A006075,L0709,Cold Call,2,2024-10-02,No,No Response,No
A006076,L0709,Email,3,2024-10-05,No,No Response,No
A006077,L0709,LinkedIn,3,2024-10-07,No,No Response,No
A006078,L0709,Cold Call,3,2024-09-24,No,No Response,No
A006079,L0709,Email,4,2024-09-26,No,No Response,No
A006080,L0709,LinkedIn,4,2024-10-16,No,No Response,No
A006081,L0709,Cold Call,4,2024-09-12,No,No Response,No
A006082,L0709,Email,5,2024-09-11,No,No Response,No
A006083,L0709,LinkedIn,5,2024-10-03,No,No Response,No
